12	1
13	10
14	1
18	9
19	7
38	9
39	7
43	12
44	8
62	3
63	10
64	5
68	11
69	6
87	3
88	12
89	5
90	3
93	12
94	5
113	9
114	8
115	1
118	5
256	3
257	3
258	3
259	4
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	2
268	3
269	2
270	3
271	2
272	2
273	1
274	3
275	3
276	3
277	1
278	2
279	2
280	1
281	2
282	1
284	10
285	7
286	4
287	7
288	9
289	9
290	7
291	10
292	7
293	5
294	3
295	8
296	4
297	5
298	5
299	5
300	5
301	4
302	9
303	8
304	3
305	4
306	4
307	1
308	4
309	6
310	5
312	2
313	4
314	4
317	1
318	1
319	1
320	1
321	1
322	2
323	2
324	2
325	1
326	1
328	3
329	2
330	2
331	5
332	4
333	5
334	4
335	8
336	4
337	3
338	4
339	2
340	3
341	5
342	3
343	9
344	5
345	4
346	4
347	5
348	2
349	3
351	3
354	2
355	1
356	1
357	2
358	1
359	2
360	1
361	1
362	1
363	2
364	3
365	1
366	6
367	4
368	6
369	8
370	4
371	1
372	6
373	4
374	2
375	4
376	6
377	3
378	4
379	2
380	3
381	7
382	4
383	3
384	1
385	4
388	1
391	2
392	1
398	10
399	9
400	6
401	3
402	3
403	7
406	3
407	5
408	8
409	5
410	8
411	2
412	2
413	4
414	4
415	4
417	4
428	2
430	5
431	4
432	4
433	7
434	3
435	2
436	4
437	1
438	4
439	5
440	7
441	7
442	6
443	4
444	1
445	2
449	3
450	1
458	2
459	7
460	1
461	2
462	2
463	2
464	4
465	6
466	5
467	5
468	3
470	2
471	3
472	2
473	5
474	3
475	2
485	1
486	4
487	4
491	3
492	2
493	5
494	3
495	3
496	5
497	4
498	5
499	5
500	2
501	2
503	1
511	5
512	4
513	3
515	3
516	3
517	4
518	6
519	4
520	3
521	2
522	5
523	3
525	4
526	2
535	8
536	4
538	4
541	3
542	5
543	3
544	3
545	4
546	3
547	1
548	3
550	1
558	1
559	2
560	2
561	5
562	5
564	4
565	2
566	2
567	4
569	1
577	1
578	7
579	8
580	9
581	8
582	7
583	1
586	5
587	1
588	2
589	3
592	2
593	4
594	2
595	4
596	3
597	2
599	2
600	1
607	6
608	7
609	7
610	1
613	7
614	4
618	1
619	1
620	4
621	4
622	2
623	2
626	5
632	6
633	6
634	4
635	5
636	3
637	7
638	6
639	1
642	4
643	1
644	6
647	2
649	3
652	1
654	1
662	3
663	3
664	2
665	4
666	4
669	4
670	2
671	3
672	7
674	1
675	2
676	3
678	2
679	3
680	4
681	2
688	2
689	2
690	4
691	2
695	4
696	4
697	4
699	4
701	3
702	2
703	4
704	3
705	3
706	3
707	1
714	2
715	4
716	2
718	1
719	2
721	3
722	2
723	6
725	5
726	6
727	6
729	3
730	4
739	4
740	3
741	3
742	1
743	1
744	1
747	3
748	3
749	2
750	4
752	5
753	3
754	2
755	3
756	2
757	4
765	1
766	2
768	1
769	2
770	3
771	1
772	1
776	1
778	2
780	1
781	4
782	5
784	4
785	2
786	2
788	1
793	1
794	1
796	1
797	2
798	1
800	1
803	2
804	7
805	5
806	4
810	4
811	3
812	2
813	3
815	4
822	2
823	2
824	2
826	1
827	1
830	2
831	6
833	3
834	3
835	3
836	3
840	2
843	1
844	1
845	1
846	1
848	1
851	3
852	1
853	2
855	4
856	2
857	2
859	1
864	1
865	1
866	1
867	1
869	1
873	1
875	2
878	3
880	3
881	2
882	3
883	3
889	1
890	1
891	1
893	1
897	1
898	1
899	5
900	2
901	2
903	4
904	3
905	3
906	3
908	1
913	2
914	1
915	2
916	1
917	1
920	1
922	1
923	3
924	4
929	2
930	6
931	3
940	2
941	2
942	2
944	1
946	1
947	4
948	3
949	4
951	4
952	1
953	2
954	7
958	5
963	3
965	1
969	1
972	3
973	4
974	3
977	1
978	4
979	5
980	3
983	4
994	1
1000	2
1001	2
1002	5
1003	1
1004	4
1005	3
1007	2
1017	4
1018	5
1019	4
1020	2
1024	1
1025	1
1028	2
1029	1
1030	3
1031	1
1032	3
1035	2
1044	7
1045	3
1046	6
1047	2
1048	7
1049	1
1051	1
1053	3
1057	2
1058	2
1059	3
1061	2
1063	2
1071	4
1072	7
1073	3
1074	1
1075	1
1078	2
1079	3
1082	2
1083	1
1084	3
1085	2
1088	3
1089	1
1098	2
1099	7
1100	5
1101	6
1102	5
1103	5
1105	1
1107	3
1108	3
1109	1
1111	2
1112	1
1113	1
1114	2
1115	2
1116	5
1117	2
1119	4
1120	2
1126	5
1128	2
1129	8
1130	3
1131	2
1132	1
1135	1
1136	1
1140	1
1141	3
1142	1
1143	3
1145	4
1146	3
1147	1
1157	2
1158	3
1159	3
1160	1
1162	3
1164	2
1167	3
1170	1
1172	2
1174	3
1175	4
1178	3
1185	1
1187	4
1188	1
1189	1
1190	3
1192	4
1194	1
1197	1
1198	1
1202	4
1203	3
1204	1
1205	3
1207	2
1208	2
1209	3
1217	5
1218	4
1219	2
1220	4
1221	2
1222	2
1226	2
1227	1
1229	4
1230	5
1231	2
1232	3
1234	2
1237	2
1238	2
1245	1
1248	3
1249	3
1250	4
1251	3
1252	4
1253	4
1256	1
1257	2
1259	3
1260	1
1262	2
1265	5
1266	2
1267	5
1268	2
1273	1
1276	6
1277	1
1278	4
1279	2
1280	5
1282	4
1285	1
1287	1
1289	1
1290	2
1291	6
1292	3
1293	4
1294	3
1295	2
1296	4
1303	2
1305	4
1306	3
1307	2
1308	3
1309	3
1310	1
1311	3
1315	1
1319	3
1320	3
1321	2
1322	4
1323	2
1324	2
1325	4
1330	3
1331	10
1332	9
1333	4
1335	4
1336	3
1337	2
1338	4
1339	3
1342	3
1343	3
1347	2
1348	1
1351	4
1352	4
1353	3
1354	3
1355	1
1356	6
1357	7
1362	5
1363	7
1364	7
1365	7
1366	8
1367	1
1368	9
1369	1
1371	3
1372	4
1373	3
1374	3
1375	3
1376	3
1377	3
1378	3
1381	1
1384	6
1387	1
1388	3
1389	2
1390	7
1391	3
1396	4
1397	7
1398	6
1399	6
1400	4
1401	3
1402	1
1404	5
1405	4
1408	3
1410	2
1414	1
1417	3
1418	4
1419	2
1420	7
1421	4
1422	3
1427	4
1428	4
1429	2
1431	3
1432	1
1433	1
1434	3
1435	1
1436	1
1437	2
1438	1
1440	1
1443	3
1446	3
1447	1
1448	7
1449	5
1450	4
1455	1
1456	6
1457	7
1459	1
1460	7
1461	5
1462	5
1463	2
1464	2
1466	2
1467	4
1468	4
1469	1
1477	2
1479	4
1480	2
1481	5
1482	2
1485	5
1486	2
1487	7
1492	2
1494	3
1495	2
1496	5
1497	3
1498	3
1499	2
1500	1
1501	4
1502	3
1503	3
1505	6
1507	4
1508	1
1509	4
1510	2
1512	1
1513	2
1515	2
1516	5
1517	4
1518	3
1523	1
1525	3
1526	1
1527	4
1528	4
1529	3
1530	3
1532	3
1533	3
1534	2
1535	1
1536	2
1537	1
1538	2
1539	1
1541	1
1542	1
1543	2
1545	4
1546	4
1547	3
1553	2
1554	1
1557	2
1558	4
1559	1
1560	1
1561	3
1562	9
1563	4
1564	1
1566	3
1568	2
1569	2
1570	3
1572	1
1576	6
1578	2
1579	2
1584	2
1585	1
1587	4
1589	4
1590	4
1591	4
1592	2
1593	2
1594	4
1595	1
1596	2
1597	1
1598	1
1599	2
1601	3
1603	5
1604	4
1605	3
1606	1
1608	4
1609	3
1610	2
1617	5
1618	8
1619	4
1620	5
1621	3
1622	4
1624	4
1625	5
1626	8
1627	7
1628	6
1631	1
1633	2
1634	2
1635	3
1636	1
1637	3
1639	3
1640	4
1641	3
1647	6
1651	3
1652	1
1653	1
1656	6
1657	6
1658	2
1661	1
1662	1
1663	3
1664	3
1666	4
1669	5
1670	2
1671	1
1676	1
1677	1
1679	2
1680	3
1681	3
1682	1
1683	1
1684	6
1685	1
1686	6
1687	11
1688	7
1689	10
1690	3
1691	2
1692	3
1693	4
1695	2
1696	3
1697	3
1699	5
1701	2
1703	1
1704	2
1712	3
1717	7
1718	8
1719	3
1720	4
1721	6
1722	6
1723	7
1724	8
1725	1
1727	4
1728	1
1733	2
1735	5
1736	2
1737	1
1739	2
1740	3
1741	1
1742	2
1743	2
1749	1
1751	4
1752	9
1753	2
1754	4
1757	5
1759	2
1762	5
1763	5
1765	3
1766	2
1767	2
1768	1
1771	3
1773	4
1774	4
1775	2
1777	3
1779	3
1784	1
1786	2
1787	4
1788	3
1789	3
1790	4
1791	3
1792	4
1793	3
1795	2
1796	4
1798	3
1799	3
1800	5
1801	3
1802	5
1803	1
1804	3
1808	2
1809	2
1811	3
1812	1
1816	2
1817	1
1818	3
1825	3
1826	4
1827	2
1830	2
1832	1
1833	1
1834	1
1835	3
1836	5
1837	5
1838	3
1839	8
1840	2
1841	2
1843	1
1844	1
1845	2
1851	3
1852	5
1855	3
1860	2
1862	3
1863	2
1864	1
1867	5
1868	4
1872	3
1873	2
1875	3
1877	2
1879	2
1880	2
1881	2
1882	2
1883	3
1884	1
1885	3
1887	1
1890	1
1891	1
1893	2
1894	2
1900	2
1903	3
1905	1
1908	4
1909	4
1910	1
1912	3
1913	3
1916	2
1917	1
1918	2
1919	4
1920	7
1921	1
1923	2
1924	3
1926	2
1927	3
1929	1
1930	2
1936	2
1937	1
1938	1
1939	3
1940	1
1942	1
1945	1
1946	4
1947	4
1949	2
1950	2
1951	2
1952	2
1953	4
1954	1
1955	2
1956	9
1958	2
1959	2
1960	6
1961	2
1962	1
1963	2
1964	2
1965	1
1966	1
1968	3
1970	1
1971	1
1977	3
1978	3
1979	3
1981	1
1982	2
1984	1
1986	1
1988	3
1990	1
1991	2
1992	4
1993	1
1994	3
1995	1
1996	1
1998	4
1999	4
2000	1
2001	1
2002	1
2004	3
2009	4
2013	2
2014	1
2017	5
2019	1
2020	1
2022	3
2026	2
2027	3
2028	3
2029	1
2031	4
2033	2
2034	7
2035	6
2036	1
2037	4
2038	2
2039	1
2040	2
2041	1
2046	4
2050	1
2051	2
2053	2
2056	2
2057	1
2058	1
2062	4
2064	2
2065	1
2066	1
2067	4
2068	1
2069	8
2070	2
2071	4
2072	2
2073	1
2077	2
2080	4
2082	1
2086	2
2094	4
2097	1
2098	3
2100	2
2102	3
2103	4
2104	4
2106	3
2109	1
2111	3
2112	2
2114	1
2118	3
2119	4
2120	5
2124	3
2125	3
2129	4
2132	2
2135	4
2136	1
2137	2
2139	2
2142	1
2143	2
2144	3
2148	3
2149	2
2150	1
2157	2
2161	2
2162	3
2163	2
2164	7
2166	4
2169	4
2170	1
2171	5
2172	3
2173	1
2175	2
2180	2
2181	3
2187	1
2189	3
2191	2
2193	1
2194	1
2197	3
2200	1
2201	2
2202	4
2203	2
2205	2
2206	2
2209	2
2211	1
2214	2
2216	1
2218	1
2221	1
2222	1
2224	1
2226	3
2230	1
2232	2
2233	1
2235	3
2237	1
2238	1
2240	1
2241	3
2242	3
2244	2
2249	1
2253	1
2254	2
2256	3
2261	1
2263	1
2264	2
2265	2
2269	1
2270	2
2273	2
2274	1
2278	3
2284	1
2286	1
2287	2
2288	2
2289	2
2293	1
2296	2
2297	2
2298	2
2299	2
2301	3
2302	2
2303	2
2304	5
2305	2
2307	3
2310	1
2311	3
2314	1
2316	1
2318	3
2320	2
2321	2
2323	1
2324	2
2327	2
2329	2
2330	1
2331	1
2334	3
2339	4
2340	1
2341	2
2343	1
2344	1
2345	1
2348	4
2349	3
2354	1
2361	1
2363	2
2364	3
2368	3
2369	1
2370	4
2374	1
2375	1
2376	3
2378	2
2379	2
2381	3
2386	1
2387	3
2388	1
2392	2
2393	1
2394	2
2397	2
2401	5
2403	2
2411	1
2412	1
2416	2
2417	1
2419	1
2423	1
2425	4
2426	1
2432	4
2433	1
2435	3
2436	2
2437	1
2439	3
2441	4
2442	3
2443	3
2444	2
2445	2
2448	2
2454	4
2455	2
2457	4
2459	1
2461	1
2464	2
2468	1
2472	1
2477	2
2481	1
2483	1
2484	4
2494	1
2495	2
2496	1
2497	5
2499	2
2500	2
2501	1
2505	1
2507	1
2508	4
2510	1
2511	2
2512	3
2513	2
2515	3
2516	2
2520	2
2521	1
2522	3
2524	1
2527	2
2530	1
2531	2
2536	1
2537	1
2538	3
2540	2
2541	3
2544	1
2545	1
2546	6
2548	2
2549	2
2551	3
2553	2
2555	5
2557	2
2563	3
2573	1
2574	2
2575	1
2577	3
2588	1
2590	3
2593	3
2594	2
2595	2
2596	1
2600	3
2601	2
2602	1
2603	2
2604	2
2605	2
2606	4
2615	1
2616	2
2619	3
2620	1
2621	2
2625	2
2626	2
2630	2
2631	4
2632	3
2634	1
2635	2
2636	1
2637	2
2638	2
2642	1
2644	1
2647	1
2656	2
2659	2
2660	2
2663	1
