13	7
14	1
18	8
19	2
38	9
39	11
43	10
44	6
62	2
63	14
64	10
68	9
69	9
88	13
89	10
93	7
94	5
113	9
114	5
118	3
284	8
285	8
286	2
287	5
288	8
289	7
290	3
291	5
292	4
293	4
294	1
295	6
296	6
298	7
299	6
300	2
301	4
302	11
303	7
304	2
305	4
306	4
308	4
309	6
310	4
312	4
313	4
314	8
315	1
328	2
331	5
332	3
333	3
334	3
335	4
336	1
337	3
339	2
341	2
342	1
343	7
344	5
345	2
346	3
347	3
348	3
349	1
351	1
365	1
366	6
367	4
368	3
369	8
370	2
372	4
375	2
376	1
377	5
378	2
379	4
380	1
381	7
382	2
383	1
384	2
386	2
388	2
389	3
398	10
399	8
400	4
401	5
402	4
406	2
407	5
408	12
409	3
410	4
411	1
412	2
413	6
414	2
415	6
416	1
430	5
431	2
432	5
433	8
436	6
438	5
439	4
440	2
441	3
442	4
443	3
449	6
450	1
458	1
459	3
461	1
464	3
465	3
466	5
467	5
468	2
471	5
472	1
473	4
474	5
478	3
486	2
487	3
491	2
492	3
493	3
494	1
495	3
496	2
497	2
498	4
499	5
500	3
501	1
511	4
512	2
513	1
518	2
519	2
521	2
522	3
523	1
525	3
535	6
537	3
538	4
541	1
542	7
543	4
544	2
545	4
546	2
548	5
559	2
560	2
561	1
562	4
564	2
566	2
567	1
573	3
578	8
579	5
580	6
581	6
582	6
586	4
587	1
589	1
592	1
595	4
599	4
601	3
607	4
608	5
609	4
613	6
614	1
616	2
621	3
622	2
632	5
633	5
634	3
635	4
636	3
637	4
638	3
642	4
644	5
647	2
649	3
651	1
657	2
658	1
662	3
663	3
664	3
665	4
666	4
669	4
670	1
671	5
672	9
676	2
678	2
680	2
681	2
688	4
689	3
690	4
691	3
695	5
696	3
697	3
700	1
701	4
702	2
703	1
704	2
706	1
710	1
714	3
715	3
716	3
721	2
722	1
723	3
725	1
726	5
727	5
730	1
739	2
740	2
741	4
742	3
748	3
749	2
750	1
752	2
753	1
754	3
757	3
761	2
762	1
768	2
769	2
770	3
771	2
781	3
782	4
784	3
785	2
789	1
790	1
796	2
797	1
798	1
804	5
805	2
806	1
810	4
812	2
816	2
817	1
822	1
823	2
824	1
830	1
833	1
834	1
835	1
836	1
840	1
844	1
845	1
846	1
855	4
856	2
857	4
859	1
865	1
866	1
867	1
875	1
878	1
880	2
881	1
883	2
889	1
890	1
891	1
899	1
903	3
904	4
905	2
906	3
908	1
910	5
913	1
